"data";"valor"
"01/01/2006";"85"
"01/01/2007";"92"
"01/01/2008";"97"
"01/01/2009";"103"
"01/01/2010";"109"
"01/01/2011";"115"
"01/01/2012";"119"
"01/01/2013";"125"
"01/01/2014";"131"
"01/01/2015";"135"
"01/01/2016";"135"
"01/01/2017";"139"
"01/01/2018";"144"
"01/01/2019";"148"
"01/01/2020";"159"
"01/01/2021";"164"
"01/01/2022";"168"
"01/01/2023";"171"
"01/01/2024";"175"
